Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Antwerp (1920),1920,Fencing,Fencing,Olivier Abelardo,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Baldo Baldi,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Tommaso Constantino,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Aldo Nadi,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Nedo Nadi,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Oreste Puliti,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Pietro Speciale,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Rodolfo Terlizzi,Italy,Men,foil team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Gaston Amson,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Lionel Bony de castellane,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Philippe Cattiau,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Roger François Ducret,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Lucien Gaudin,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,André Labattut,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Marcel Perrot,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Georges Trombert,France,Men,foil team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Adrianus Egbertus Willem De jong,Netherlands,Men,sabre individual men,Bronze,0,0,1
Antwerp (1920),1920,Fencing,Fencing,Nedo Nadi,Italy,Men,sabre individual men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Aldo Nadi,Italy,Men,sabre individual men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Adrianus Egbertus Willem De jong,Netherlands,Men,sabre team men,Bronze,0,0,1
Antwerp (1920),1920,Fencing,Fencing,Louis Albert Armand Etienne Delaunoy,Netherlands,Men,sabre team men,Bronze,0,0,1
Antwerp (1920),1920,Fencing,Fencing,Jetze Doorman,Netherlands,Men,sabre team men,Bronze,0,0,1
Antwerp (1920),1920,Fencing,Fencing,Willem Peter Hubert Van blijenburgh,Netherlands,Men,sabre team men,Bronze,0,0,1
Antwerp (1920),1920,Fencing,Fencing,Jan Van der wiel,Netherlands,Men,sabre team men,Bronze,0,0,1
Antwerp (1920),1920,Fencing,Fencing,Salomon Zeldenrust,Netherlands,Men,sabre team men,Bronze,0,0,1
Antwerp (1920),1920,Fencing,Fencing,Baldo Baldi,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Frederico Secondo Ceserano,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Francesco Gargano,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Aldo Nadi,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Nedo Nadi,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Oreste Puliti,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Italo Santelli,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Dino Urbani,Italy,Men,sabre team men,Gold,1,0,0
Antwerp (1920),1920,Fencing,Fencing,Henri Marie Raoul De saint germain,France,Men,sabre team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Jean André Lacroix,France,Men,sabre team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Jean Margraff,France,Men,sabre team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Jean Mondielli,France,Men,sabre team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Marc Marie Jean Perrodon,France,Men,sabre team men,Silver,0,1,0
Antwerp (1920),1920,Fencing,Fencing,Georges Trombert,France,Men,sabre team men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Adrianus Gerardus Bieshaar,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Léonard François Gérard Bosschart,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Evert Jan Bulder,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Jacob Eise Bulder,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Johannes Daniel De natris,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Henri Léonard Barthélémi Denis,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Bernardus Groosjohan,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Frederik Carel Kuipers,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Richard Macneill,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Hermanus Hendricus Steeman,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Jan Leendert Van dort,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Oscar Emile Van rappard,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Bernard Willem Jan Verweij,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Herman Carel Felix Clothilde Von heyden,Netherlands,Men,football men,Bronze,0,0,1
Antwerp (1920),1920,Football,Football,Félix Balyu,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Désiré Bastin,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Mathieu Bragard,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Robert Coppee,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Jan De bie,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,André Fierens,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Emile Hanse,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Georges Hebdin,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Henri Larnoe,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Joseph Musch,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Fernand Nisot,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Armand Swartenbroeks,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Louis Van hege,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Oscar Verbeeck,Belgium,Men,football men,Gold,1,0,0
Antwerp (1920),1920,Football,Football,Domingo Acedo,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Patricio Arabolaza,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Mariano Arrate,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Juan Artola,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Jose Belauteguigoitia landaluce,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Sabino Bilbao,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Ramon Equiazabal,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Ramon Moncho Gil,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Silverio Izaguirre,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Rafael Moreno,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Luis Otero,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Francisco Pagazaurtunduo,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,José Samitier vilalta,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Agustin Sancho,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Félix Sesumaga,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Pedro Vallana jeanguenat,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Joaquin Vazquez,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Football,Football,Ricardo Zamora martinez,Spain,Men,football men,Silver,0,1,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Jean Gounot,France,Men,individual all-round men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Giorgio Zampori,Italy,Men,individual all-round men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Marcos Torres,France,Men,individual all-round men,Silver,0,1,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Georges Berger,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Emile Bouches,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,René Boulanger,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Alfred Buyenne,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Eugène Cordonnier,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Léon Delsarte,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Lucien Demanet,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Paul Joseph Durin,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Georges Duvant,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Fernand Fauconnier,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Arthur Hermann,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Albert Hersoye,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,André Higelin,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Auguste Hoel,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Louis Kempe,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Georges Lagouge,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Paulin Alexandre Lemaire,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Ernest Lespinasse,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Emile Martel,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Jules Pirard,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Eugène Pollet,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Georges Thurnherr,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Julien Wartelle,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Paul Wartelle,France,Men,team competition men,Bronze,0,0,1
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Arnaldo Andreoli,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Pastorini Battista Battista,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Ettore Belotto,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Pietro Bianchi,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Fernando Bonatti,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Luigi Cambiaso,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Luigi Contessi,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Carlo Costigliolo,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Luigi Costigliolo,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Guiseppe Domenichelli,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Roberto Ferrari,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Carlo Fregosi,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Romualdo Ghiglione,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Ambrogio Levati,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Francesco Loi,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Vittorio Lucchetti,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Luigi Maiocco,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Ferdinando Mandrini,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Lorenzo Mangiante,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Mangiante Giovanni Manlio,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Antonio Marovelli,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Michele Mastromarino,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Giuseppe Paris,Italy,Men,team competition men,Gold,1,0,0
Antwerp (1920),1920,Gymnastics,Artistic Gymnastics,Ezio Roselli,Italy,Men,team competition men,Gold,1,0,0
