Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
Atlanta (1996),1996,Rowing,Rowing,Megan Leanne Still,Australia,Women,pair without coxswain (2-) women,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Karen Kraft,United States,Women,pair without coxswain (2-) women,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Missy Schwen,United States,Women,pair without coxswain (2-) women,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Duncan Free,Australia,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Boden Joseph Hanson,Australia,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Janusz Hooker,Australia,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Ronald Snook,Australia,Men,quadruple sculls without coxswain (4x) men,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Andreas Hajek,Germany,Men,quadruple sculls without coxswain (4x) men,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Andre Steiner,Germany,Men,quadruple sculls without coxswain (4x) men,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Stephan Volkert,Germany,Men,quadruple sculls without coxswain (4x) men,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Andre Willms,Germany,Men,quadruple sculls without coxswain (4x) men,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Jason Gailes,United States,Men,quadruple sculls without coxswain (4x) men,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Brian Jamieson,United States,Men,quadruple sculls without coxswain (4x) men,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Eric Mueller,United States,Men,quadruple sculls without coxswain (4x) men,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Tim Young,United States,Men,quadruple sculls without coxswain (4x) men,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Laryssa Biesenthal,Canada,Women,quadruple sculls without coxswain (4x) women,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Kathleen Heddle,Canada,Women,quadruple sculls without coxswain (4x) women,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Marnie Elizabeth Mcbean,Canada,Women,quadruple sculls without coxswain (4x) women,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Diane O'grady,Canada,Women,quadruple sculls without coxswain (4x) women,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Kathrin Boron,Germany,Women,quadruple sculls without coxswain (4x) women,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Kerstin Köppen,Germany,Women,quadruple sculls without coxswain (4x) women,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Katrin Rutschow,Germany,Women,quadruple sculls without coxswain (4x) women,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Jana Sorgers,Germany,Women,quadruple sculls without coxswain (4x) women,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Inna Frolova,Ukraine,Women,quadruple sculls without coxswain (4x) women,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Svetlana Maziy,Ukraine,Women,quadruple sculls without coxswain (4x) women,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Diana Miftakhutdinova,Ukraine,Women,quadruple sculls without coxswain (4x) women,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Olena Ronzhina,Ukraine,Women,quadruple sculls without coxswain (4x) women,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Thomas Lange,Germany,Men,single sculls (1x) men,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Xeno Mueller,Switzerland,Men,single sculls (1x) men,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Derek Porter,Canada,Men,single sculls (1x) men,Silver,0,1,0
Atlanta (1996),1996,Rowing,Rowing,Trine Hansen,Denmark,Women,single sculls (1x) women,Bronze,0,0,1
Atlanta (1996),1996,Rowing,Rowing,Ekaterina Karsten,Belarus,Women,single sculls (1x) women,Gold,1,0,0
Atlanta (1996),1996,Rowing,Rowing,Silken Suzette Laumann,Canada,Women,single sculls (1x) women,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Nuno Barreto,Portugal,Men,470 - Two Person Dinghy men,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Victor Hugo Rocha,Portugal,Men,470 - Two Person Dinghy men,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Yevhen Braslavets,Ukraine,Men,470 - Two Person Dinghy men,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Ihor Matviyenko,Ukraine,Men,470 - Two Person Dinghy men,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,John Merricks,United Kingdom,Men,470 - Two Person Dinghy men,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Ian Walker,United Kingdom,Men,470 - Two Person Dinghy men,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Olena Pakholchik,Ukraine,Women,470 - Two Person Dinghy women,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Ruslana Taran,Ukraine,Women,470 - Two Person Dinghy women,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Begona Via dufresne,Spain,Women,470 - Two Person Dinghy women,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Theresa Zabell,Spain,Women,470 - Two Person Dinghy women,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Yurie Alicia Kinoshita,Japan,Women,470 - Two Person Dinghy women,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Yumiko Shige,Japan,Women,470 - Two Person Dinghy women,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Gal Fridman,Israel,Men,board (Mistral) men,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Nikolaos Kaklamanakis,Greece,Men,board (Mistral) men,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Carlos Espinola,Argentina,Men,board (Mistral) men,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Alessandra Sensini,Italy,Women,board (Mistral) women,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Lai Shan Lee,Hong Kong,Women,board (Mistral) women,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Barbara Kendall,New Zealand,Women,board (Mistral) women,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Jim Barton,United States,Men,fleet/match race keelboat open (Soling),Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Jeff Madrigali,United States,Men,fleet/match race keelboat open (Soling),Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Kent Massey,United States,Men,fleet/match race keelboat open (Soling),Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Thomas Flach,Germany,Men,fleet/match race keelboat open (Soling),Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Bernd Jäkel,Germany,Men,fleet/match race keelboat open (Soling),Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Jochen Schümann,Germany,Men,fleet/match race keelboat open (Soling),Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Dmitriy Shabanov,Russian Federation,Men,fleet/match race keelboat open (Soling),Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Gueorgi Shayduko,Russian Federation,Men,fleet/match race keelboat open (Soling),Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Igor Skalin,Russian Federation,Men,fleet/match race keelboat open (Soling),Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Courtenay Becker-dey,United States,Women,single-handed dinghy (Europe) women,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Kristine Roug,Denmark,Women,single-handed dinghy (Europe) women,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Margriet Matthijsse,Netherlands,Women,single-handed dinghy (Europe) women,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Roy Heiner,Netherlands,Men,single-handed dinghy (Finn) men,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Mateusz Kusznierewicz,Poland,Men,single-handed dinghy (Finn) men,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Sebastien Godefroid,Belgium,Men,single-handed dinghy (Finn) men,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Peer Moberg,Norway,Men,single-handed dinghy open (Laser),Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Robert Scheidt,Brazil,Men,single-handed dinghy open (Laser),Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Ben Ainslie,United Kingdom,Men,single-handed dinghy open (Laser),Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Lars Grael,Brazil,Men,Tornado - Multihull,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Kiko Pellicano,Brazil,Men,Tornado - Multihull,Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Jose Luis Ballester tultesa,Spain,Men,Tornado - Multihull,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Fernando Leon,Spain,Men,Tornado - Multihull,Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Mitch Booth,Australia,Men,Tornado - Multihull,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Andrew Landenberger,Australia,Men,Tornado - Multihull,Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Colin Beashel,Australia,Men,two-person keelboat open (Star),Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,David Giles,Australia,Men,two-person keelboat open (Star),Bronze,0,0,1
Atlanta (1996),1996,Sailing,Sailing,Marcelo Ferreira,Brazil,Men,two-person keelboat open (Star),Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Torben Grael,Brazil,Men,two-person keelboat open (Star),Gold,1,0,0
Atlanta (1996),1996,Sailing,Sailing,Bobby Lohse,Sweden,Men,two-person keelboat open (Star),Silver,0,1,0
Atlanta (1996),1996,Sailing,Sailing,Hans Wallen,Sweden,Men,two-person keelboat open (Star),Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Maria Grozdeva,Bulgaria,Women,10m air pistol (40 shots) women,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Olga Klochneva,Russian Federation,Women,10m air pistol (40 shots) women,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Marina Logvinenko,Russian Federation,Women,10m air pistol (40 shots) women,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Tanyu Kiriakov,Bulgaria,Men,10m air pistol (60 shots) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Roberto Di donna,Italy,Men,10m air pistol (60 shots) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Yifu Wang,China,Men,10m air pistol (60 shots) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Aleksandra Ivosev,Yugoslavia,Women,10m air rifle (40 shots) women,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Renata Mauer,Poland,Women,10m air rifle (40 shots) women,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Petra Horneber,Germany,Women,10m air rifle (40 shots) women,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Jean Pierre Amat,France,Men,10m air rifle (60 shots) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Artem Khadjibekov,Russian Federation,Men,10m air rifle (60 shots) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Wolfram Waibel jr,Austria,Men,10m air rifle (60 shots) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Marina Logvinenko,Russian Federation,Women,25m pistol (30+30 shots) women,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Duihong Li,China,Women,25m pistol (30+30 shots) women,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Diana Vassileva Yorgova,Bulgaria,Women,25m pistol (30+30 shots) women,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Vladimir Vokhmianine,Kazakhstan,Men,25m rapid fire pistol (60 shots) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Ralf Schumann,Germany,Men,25m rapid fire pistol (60 shots) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Emil Ivanov Milev,Bulgaria,Men,25m rapid fire pistol (60 shots) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Roberto Di donna,Italy,Men,50m pistol (60 shots) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Boris Kokorev,Russian Federation,Men,50m pistol (60 shots) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Igor Basinski,Belarus,Men,50m pistol (60 shots) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Renata Mauer,Poland,Women,50m rifle 3 positions (3x20 shots) women,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Aleksandra Ivosev,Yugoslavia,Women,50m rifle 3 positions (3x20 shots) women,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Irina Gerasimenok,Russian Federation,Women,50m rifle 3 positions (3x20 shots) women,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Wolfram Waibel jr,Austria,Men,50m rifle 3 positions (3x40 shots) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Jean Pierre Amat,France,Men,50m rifle 3 positions (3x40 shots) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Sergey Beliaev,Kazakhstan,Men,50m rifle 3 positions (3x40 shots) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Jozef Gonci,Slovakia,Men,50m rifle prone (60 shots) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Christian Klees,Germany,Men,50m rifle prone (60 shots) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Sergey Beliaev,Kazakhstan,Men,50m rifle prone (60 shots) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Miroslav Janus,Czech Republic,Men,50m running target (30+30 shots) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Ling Yang,China,Men,50m running target (30+30 shots) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Jun Xiao,China,Men,50m running target (30+30 shots) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Deserie Huddleston,Australia,Women,double trap (120 targets) women,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Kimberly Rhode,United States,Women,double trap (120 targets) women,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Susanne Kiermayer,Germany,Women,double trap (120 targets) women,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Bing Zhang,China,Men,double trap (150 targets) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Russell Mark,Australia,Men,double trap (150 targets) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Albano Pera,Italy,Men,double trap (150 targets) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Andrea Benelli,Italy,Men,skeet (125 targets) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Ennio Falco,Italy,Men,skeet (125 targets) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Miroslaw Rzepkowski,Poland,Men,skeet (125 targets) men,Silver,0,1,0
Atlanta (1996),1996,Shooting,Shooting,Lance Bade,United States,Men,trap (125 targets) men,Bronze,0,0,1
Atlanta (1996),1996,Shooting,Shooting,Michael Diamond,Australia,Men,trap (125 targets) men,Gold,1,0,0
Atlanta (1996),1996,Shooting,Shooting,Josh Lakatos,United States,Men,trap (125 targets) men,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Joanne Brown,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Kim Cooper,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Carolyn Crudgington,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Kerry Dienelt,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Peta Edebone,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Tanya Harding,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Jennifer Holliday,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Jocelyn Lester,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Sally Mcdermid,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Francine Mcrae,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Haylea Petrie,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Nicole Richardson,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Melanie Roche,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Natalie Ward,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Brooke Wilkins,Australia,Women,softball women,Bronze,0,0,1
Atlanta (1996),1996,Softball,Softball,Laura Berg,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Gillian Boxx,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Sheila Cornell,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Lisa Fernandez,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Michele Granger,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Lori Harrigan,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Dionna Harris,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Kim Maher,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Leah O'brien,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Dorothy Richardson,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Julie Smith,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Michele Smith,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Shelly Stokes,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Danielle Tyler,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Christa Lee Williams,United States,Women,softball women,Gold,1,0,0
Atlanta (1996),1996,Softball,Softball,Zhongxin An,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Hong Chen,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Liping He,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Li Lei,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Xuqing Liu,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Yaju Liu,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Ying Ma,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Jingbai Ou,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Hua Tao,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Lihong Wang,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Ying Wang,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Qiang Wei,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Jian Xu,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Fang Yan,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Softball,Softball,Chunfang Zhang,China,Women,softball women,Silver,0,1,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Chul Seung Lee,"Korea, South",Men,doubles men,Bronze,0,0,1
Atlanta (1996),1996,Table Tennis,Table Tennis,Nam-Kyu Yoo,"Korea, South",Men,doubles men,Bronze,0,0,1
Atlanta (1996),1996,Table Tennis,Table Tennis,Linghui Kong,China,Men,doubles men,Gold,1,0,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Guoliang Liu,China,Men,doubles men,Gold,1,0,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Lin Lu,China,Men,doubles men,Silver,0,1,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Tao Wang,China,Men,doubles men,Silver,0,1,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Hae-Jung Park,"Korea, South",Women,doubles women,Bronze,0,0,1
Atlanta (1996),1996,Table Tennis,Table Tennis,Ji-Hye Ryu,"Korea, South",Women,doubles women,Bronze,0,0,1
Atlanta (1996),1996,Table Tennis,Table Tennis,Yaping Deng,China,Women,doubles women,Gold,1,0,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Hong Qiao,China,Women,doubles women,Gold,1,0,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Wei Liu,China,Women,doubles women,Silver,0,1,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Yunping Qiao,China,Women,doubles women,Silver,0,1,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Jörg Rosskopf,Germany,Men,singles men,Bronze,0,0,1
Atlanta (1996),1996,Table Tennis,Table Tennis,Guoliang Liu,China,Men,singles men,Gold,1,0,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Tao Wang,China,Men,singles men,Silver,0,1,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Hong Qiao,China,Women,singles women,Bronze,0,0,1
Atlanta (1996),1996,Table Tennis,Table Tennis,Yaping Deng,China,Women,singles women,Gold,1,0,0
Atlanta (1996),1996,Table Tennis,Table Tennis,Jing Chen,Taiwan (Chinese Taipei),Women,singles women,Silver,0,1,0
Atlanta (1996),1996,Tennis,Tennis,Marc-Kevin Goellner,Germany,Men,doubles men,Bronze,0,0,1
Atlanta (1996),1996,Tennis,Tennis,David Prinosil,Germany,Men,doubles men,Bronze,0,0,1
Atlanta (1996),1996,Tennis,Tennis,Todd Woodbridge,Australia,Men,doubles men,Gold,1,0,0
Atlanta (1996),1996,Tennis,Tennis,Mark Woodforde,Australia,Men,doubles men,Gold,1,0,0
Atlanta (1996),1996,Tennis,Tennis,Neil Broad,United Kingdom,Men,doubles men,Silver,0,1,0
Atlanta (1996),1996,Tennis,Tennis,Tim Henman,United Kingdom,Men,doubles men,Silver,0,1,0
Atlanta (1996),1996,Tennis,Tennis,Conchita Martinez,Spain,Women,doubles women,Bronze,0,0,1
Atlanta (1996),1996,Tennis,Tennis,Arantxa Sanchez-vicario,Spain,Women,doubles women,Bronze,0,0,1
Atlanta (1996),1996,Tennis,Tennis,Gigi Fernandez,United States,Women,doubles women,Gold,1,0,0
Atlanta (1996),1996,Tennis,Tennis,Mary Joe Fernandez,United States,Women,doubles women,Gold,1,0,0
Atlanta (1996),1996,Tennis,Tennis,Jana Novotna,Czech Republic,Women,doubles women,Silver,0,1,0
Atlanta (1996),1996,Tennis,Tennis,Helena Sukova,Czech Republic,Women,doubles women,Silver,0,1,0
Atlanta (1996),1996,Tennis,Tennis,Leander Paes,India,Men,singles men,Bronze,0,0,1
Atlanta (1996),1996,Tennis,Tennis,Andre Agassi,United States,Men,singles men,Gold,1,0,0
Atlanta (1996),1996,Tennis,Tennis,Sergi Bruguera,Spain,Men,singles men,Silver,0,1,0
Atlanta (1996),1996,Tennis,Tennis,Jana Novotna,Czech Republic,Women,singles women,Bronze,0,0,1
Atlanta (1996),1996,Tennis,Tennis,Lindsay Davenport,United States,Women,singles women,Gold,1,0,0
Atlanta (1996),1996,Tennis,Tennis,Arantxa Sanchez-vicario,Spain,Women,singles women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,John Child,Canada,Men,beach volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Beach volleyball.,Mark Heese,Canada,Men,beach volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Beach volleyball.,Charles Kiraly,United States,Men,beach volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,Kent Steffes,United States,Men,beach volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,Michael Dodd,United States,Men,beach volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,Mike Whitmarsh,United States,Men,beach volleyball men,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,Natalie Cook,Australia,Women,beach volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Beach volleyball.,Kerri Pottharst,Australia,Women,beach volleyball women,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Beach volleyball.,Sandra Pires,Brazil,Women,beach volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,Jacqueline Cruz Silva cruz,Brazil,Women,beach volleyball women,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,Monica Rodrigues,Brazil,Women,beach volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Beach volleyball.,Adriana Samuel ramos,Brazil,Women,beach volleyball women,Silver,0,1,0
Atlanta (1996),1996,Volleyball,Volleyball,Vladimir Batez,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Dejan Brdjovic,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Djordje Djuric,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Andrija Geric,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Nikola Grbic,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Vladimir Grbic,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Rajko Jokanovic,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Slobodan Kovac,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Djula Mester,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Zarko Petrovic,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Zeljko Tanaskovic,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Goran Vujevic,Yugoslavia,Men,volleyball men,Bronze,0,0,1
Atlanta (1996),1996,Volleyball,Volleyball,Peter Blange,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Guido Gortzen,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Rob Grabert,Netherlands,Men,volleyball men,Gold,1,0,0
Atlanta (1996),1996,Volleyball,Volleyball,Henk-Jan Held,Netherlands,Men,volleyball men,Gold,1,0,0
